,Atelectasis,Cardiomegaly,Consolidation,Edema,Plural Effusion,Mean
Epoch 1,0.5369061022709554,0.6490841772398764,0.5263990965951836,0.5475314017769837,0.6167100845230988,0.5753261724812196
Epoch 2,0.5425008279510997,0.6220490301466072,0.5377168556493475,0.5655391411764166,0.5989055345675134,0.5733422778981968
Epoch 3,0.5313847075115483,0.6383569695878374,0.5229061016146206,0.5457720164256703,0.5859464659303747,0.5648732522140102
Epoch 4,0.5552033582914372,0.6932927694342031,0.5384081730469285,0.5664475718126825,0.6434740855466126,0.5993651916263728
Epoch 5,0.5749414654235884,0.7030538018588479,0.5593022768811332,0.5867047972988687,0.6728091361779528,0.6193622955280783
Epoch 6,0.5536949121312904,0.688281597512105,0.5313841241340502,0.5746704306482153,0.655810750673848,0.6007683630199019
Epoch 7,0.5863206859114889,0.663672751201012,0.5565890559485707,0.5716859786255739,0.6645375967952092,0.608561213696371
Epoch 8,0.5847060819924408,0.6842912427934736,0.5652035867173216,0.5848150788770607,0.6681418032911932,0.617431558734298
Epoch 9,0.5961598688197189,0.7047010187103422,0.5741954050854059,0.5856691690912469,0.682523675690369,0.6286498274794166
Epoch 10,0.6085387635983192,0.7197544915552758,0.5707508092740802,0.5824330624015187,0.6893734948071932,0.6341701243272774
Epoch 11,0.6008366784499132,0.7195942033730393,0.6011261105089455,0.5816650379353425,0.6970566741280543,0.6400557408790589
Epoch 12,0.592300773963305,0.7068726520118049,0.6012162181184593,0.5746743808833505,0.6734608590928034,0.6297049768139447
Epoch 13,0.6008905074049671,0.7163116933929843,0.5958238381462266,0.5714374100796866,0.691549176681638,0.6352025251411005
Epoch 14,0.6043585922616377,0.7331511226791435,0.5890389176242664,0.5899736415622805,0.6983048616557485,0.6429654271566153
Epoch 15,0.5816875571546578,0.7121913397798235,0.5768386774879215,0.5753258240350971,0.6769964369446866,0.6246079670804373
Epoch 16,0.5934979828702145,0.732491250715676,0.6035383355308467,0.5822427845128464,0.6987875158363793,0.6421115738931926
Epoch 17,0.6049828757739788,0.7340102370213812,0.6056238444372497,0.5913068459204366,0.7064178205466923,0.6484683247399478
Epoch 18,0.6002722244974517,0.7328143785547598,0.5984714551779379,0.5944074595450247,0.7062368116852542,0.6464404658920857
Epoch 19,0.6096023266815747,0.7391743963716313,0.6081323464421223,0.5904875424644105,0.7112277631924754,0.6517248750304429
Epoch 20,0.6064886304863727,0.7339943976690941,0.6086492704237977,0.5970602399501204,0.7083839542719564,0.6509152985602683
Epoch 21,0.625621029507886,0.7411160432883688,0.613713022643686,0.5922033517843879,0.7210667097291364,0.6587440313906929
Epoch 22,0.6370253113453523,0.7376193357516261,0.5942245801393792,0.5994628717152746,0.7165405780564471,0.6569745354016158
Epoch 23,0.6401495527210934,0.7415979941064473,0.6047678655931609,0.6049957438685314,0.7206220429223953,0.6624266398423257
Epoch 24,0.6359121550280965,0.739787659714732,0.61222516092941,0.5966789681926573,0.7258829149824803,0.6620973717694753
Epoch 25,0.6414363736015393,0.7351126003638959,0.6107273065679845,0.6064037064266227,0.7230976798620892,0.6633555333644263
Epoch 26,0.6282353518397281,0.7280296310577816,0.6031160375730484,0.6029554474211606,0.7084067510302747,0.6541486437843987
Epoch 27,0.6221827711869664,0.7135013325265621,0.5899379951899741,0.6014406063136905,0.6963878103046202,0.6446901031043627
Epoch 28,0.6132101462109137,0.7091649877458485,0.5953380217095907,0.601943125600837,0.6930666563344478,0.6425445875203275
Epoch 29,0.6293684072215161,0.7346755403416934,0.602801833989633,0.6076335627580522,0.7086676135555939,0.6566293915732977
Epoch 30,0.6415555473782608,0.7368769071641164,0.6002890742481489,0.6087787359237691,0.7019620944517371,0.6578924718332064
Epoch 31,0.6193443086160478,0.7171512548505805,0.5979905047260007,0.6060212742875888,0.6995606336562672,0.6480135952272971
Epoch 32,0.6257038908009934,0.7260039117895103,0.5963590964631069,0.6161892289037323,0.7028483292663223,0.653420891444733
Epoch 33,0.6513027357198621,0.7482774009679234,0.613261702562862,0.6181154623115719,0.7136235898081327,0.6689161782740703
Epoch 34,0.6566843516845066,0.750360086327754,0.6133198337014972,0.6139324348819786,0.7237491860777163,0.6716091785346906
Epoch 35,0.648473274056182,0.7493918648682459,0.6034126888545143,0.614640391085129,0.7164134406219858,0.6664663318972115
Epoch 36,0.6602319004330232,0.7472879845856577,0.6074351203488354,0.6130365215532976,0.7264651424563361,0.67089133387543
Epoch 37,0.6636764240913342,0.7532994861279609,0.6081971683097186,0.6160864487233062,0.7252879455942794,0.6733094945693199
Epoch 38,0.6678109290604086,0.7544366354164077,0.6190494437918812,0.615740580948243,0.729748569091687,0.6773572316617256
Epoch 39,0.6566756596319281,0.7575481965975354,0.6150448252772613,0.625494575611179,0.7352839123883305,0.6780094339012469
Epoch 40,0.6655629083554981,0.7649161984584444,0.6178160035632911,0.6248770057257178,0.7371174261887772,0.6820579084583458
Epoch 41,0.6736478409162006,0.7629141245390421,0.6088099348114457,0.6256746075774694,0.7411696149896227,0.6824432245667561
Epoch 42,0.67734183089572,0.7617808908799485,0.6282399854993655,0.6244393443616986,0.7353295709147342,0.6854263245102933
Epoch 43,0.6713066784702093,0.7517496800299266,0.6146918676014224,0.617025024591448,0.7227776584487388,0.6755101818283491
Epoch 44,0.6502909719753224,0.7458631502193056,0.6044717356671987,0.6155431926363272,0.7172396930914902,0.6666817487179287
Epoch 45,0.6477885432746413,0.7438825996302838,0.6186727644406351,0.6136373276284037,0.7129292638259307,0.667382099759979
Epoch 46,0.6689135401971251,0.7620880783182458,0.6061253015389892,0.6251578921328056,0.7220892266854172,0.6768748077745166
Epoch 47,0.6851778707224401,0.7639090985887769,0.6244074143008858,0.6281694773330324,0.7283647495199679,0.6860057220930206
Epoch 48,0.6915580579254268,0.7751691855026122,0.6207223867098834,0.6340634503555929,0.7289921371120129,0.6901010435211058
Epoch 49,0.6863002044353117,0.7717954287275629,0.6195247462258641,0.6279232789282262,0.7321031795150238,0.6875293675663977
Epoch 50,0.6916413163173829,0.769858910022172,0.6261373587539325,0.6328842804787427,0.7410367566956593,0.6923117244535779
